ISO_COUNTRY_CODE,AWARD_VALUE_EURO,CRIT_CRITERIA
HU,,A megajánlott HBsAg szűrőtesztkészlet hány %-os specificitással rendelkezik (két tizedes pontossággal)---A megajánlott HBsAg szűrőtesztkészlet milyen %-ban képes a műszaki specifikációban előírt kötelezően kimutatandó antigének/ellenanyagok kimutatására (két tizedes pontossággal)---A megajánlott HIV Ag/Ab szűrőtesztkészlet hány %-os specificitással rendelkezik (két tizedes pontossággal)---A megajánlott HIV Ag/Ab szűrőtesztkészlet milyen %-ban képes a műszaki specifikációban előírt kötelezően kimutatandó antigének/ellenanyagok kimutatására (két tizedes pontossággal)---A megajánlott anti-HBc szűrőtesztkészlet hány %-os specificitással rendelkezik (két tizedes pontossággal)---A megajánlott anti-HBc szűrőtesztkészlet milyen %-ban képes a műszaki specifikációban előírt kötelezően kimutatandó antigének/ellenanyagok kimutatására (két tizedes pontossággal)---A megajánlott anti-HCV szűrőtesztkészlet hány %-os specificitással rendelkezik (két tizedes pontossággal)---A megajánlott anti-HCV szűrőtesztkészlet milyen %-ban képes a műszaki specifikációban előírt kötelezően kimutatandó antigének/ellenanyagok kimutatására (két tizedes pontossággal)---A megajánlott anti-TP (Szifilisz) szűrőtesztkészlet hány %-os specificitással rendelkezik (két tizedes pontossággal)---A megajánlott anti-TP (Szifilisz) szűrőtesztkészlet milyen %-ban képes a műszaki specifikációban előírt kötelezően kimutatandó antigének/ellenanyagok kimutatására (két tizedes pontossággal)
RO,,
RO,250.35,
SI,375.24,
IT,,
ES,205466.34,Propuestas de mejoras---Proyecto anual de intervención
FR,4600,Service après-vente / assistance technique---Valeur technique selon éléments d&apos;appréciation
PL,11568.92,
RO,,
DE,0.01,All-In-Miet- und Wartungspreis (netto) pro Monat---Preis je Folgekopie farbig (netto) DIN A4---Preis je Folgekopie schwarz/weiß (netto) DIN A4---Technische Ausstattung Kopiergeschwindigkeit (Anzahl der Seiten pro Minute); DIN A4; schwarz/weiß---Technische Ausstattung Papiervorrat (Angabe in Seiten)---Umwelt &amp;amp; Energie Aufwärmzeit in Sek.---Umwelt &amp;amp; Energie TEC-Wert---Umwelt &amp;amp; Energie Zeit bis zur 1. Kopie in Sek
IT,,
RO,,
DE,1,
LV,,
NL,1,Kwaliteit---Presentatie
RO,132.26,
SI,12387,Cena---Dodatne ugodnosti
PL,6716.33,
RO,1004.94,F1 – Factor de evaluare
FR,467549.5,Prix---Valeur technique
RO,201.86,
AT,,
RO,,Numar de contracte similare in care personalul de specialitate a indeplinit acelasi tip de activitati.
LV,742.57,
UK,22785012.02,
PL,,Okres gwarancji
BG,,
PT,456,Qualidade
RO,868.7,
MK,,
LV,36190,
RO,1581.32,
IT,63515.37,
PL,,
FI,,Hinta---Koulutus---Työkokemus
DE,39400,Konzept (regionale Präsenz; Kurzfristigkeit der Bedarfsdeckung; tatsächliche Einsatzfähigkeit)
FR,85200,Délai d&apos;exécution de la tranche ferme---Valeur technique; appréciée selon les éléments du mémoire technique
RO,51.84,
ES,,
UK,81342.49,
BG,34001.43,
DE,25273,Angaben zum Terminmanagement---Erfahrung mit der Abwicklung von Maßnahmen der FRL Stadterneuerung 2008 NRW (nationale Ebene)---Erfahrungen im Vergaberecht---Kommunikation zwischen den Beteiligten (Auftraggeber; Planer; weitere Beteiligte; Baufirma)---Maßnahmen zur Termin- und Kostensicherheit in der Planungs- und Ausführungsphase bis zur Übergabe---Nebenkosten---Preis---Präsenz vor Ort während der Bauphase---Umbauzuschlag
SK,1800000,
SK,538196.7,
FR,162750,Valeur technique de l&apos;offre appréciée à l&apos;aide du mémoire technique
UK,4580386.66,Most economically advantageous tender
PL,698064.04,
RO,28010.87,
UK,,
RO,,
HR,,Jamstveni rok
RO,1221925.48,Media vechimii utilajelor.
NL,660600,Kwaliteit---Prijs
FR,166105,Mémoire technique---Prix
ES,693400.75,Aseguramiento de la cobertura del servicio en situaciones de picos de demanda (las ofertas deberán alcanzar el umbral mínimo de 5 puntos para continuar en el proceso de licitación)---Descripción de cada proceso; productos empleados; tiempos de tratamiento y temperaturas alcanzadas(las ofertas deberán alcanzar el umbral mínimo de 6 puntos para continuar en el proceso de licitación)---Medidas comprobación prestación servicio; medidas prevención contra recontaminación de ropa (las ofertas deberán alcanzar el umbral mínmo de 6 puntos para continuar en el proceso de licitación)---Medidas o acuerdos para atender paradas imprevistas (las ofertas deberán alcanzar el umbral mínimo de 5 puntos para continuar en el proceso de licitación)
BG,,
PL,,
RO,214587.96,Punctaj tehnic
LV,,Apakšējā uzpilde---Attālināta piekļuve Iekārtas vadības un kontroles sistēmai---Brīdinājumu kontrole---Datu analizēšana---Dubultsienu tvertne---Iekārtas piegādes un uzstādīšanas laiks---Noplūdes kontrole---Pievienotās izmaksas par 1 (vienu) litru degvielas piegādei
CZ,2244.56,
RO,5257.83,
LT,,
FR,261744,valeur technique
RO,,Termenul de livrare
RO,,
RO,16858.77,
ES,63483.57,Valoración técnica
LT,,
SE,0.09,
CZ,,
RO,,
FR,1,Délai d&apos;exécution---Valeur technique et environnementale
RO,,
PL,31.04,
BE,,Approche pédagogique---Critère du prix---Qualité des cours
FR,,Développement durable---Prix des prestations---Valeur technique
ES,61860,
RO,,
ES,,Ampliación del periodo de garantía---Coste de adquisición
HR,,ISO 14001---cijena
IT,384140,Offerta tecnica
DK,80363241.85,Kvalitet
UK,3254.19,Attributes---Capability---Client review---Custom metric---Features---Qualifications
PL,15413.68,Parametry techniczne
PL,31294.96,
RO,,
LT,,
PL,,Dyspozycyjność---Publikacje w czasopismach punktowanych przez MNiSW dotyczących zdrowia publicznego/ epidemiologii (autor główny lub współautor) związane z tematyką danej grupy chorobowej
LT,,
GR,306.3,
FR,1989801,La concession est attribuée sur la base des critères énoncés dans les documents du marché.
SE,151.1,
UK,1340536.81,Aesthestic and functional characteristics---Quality---Technical assistance
RO,478.63,
IT,,Ponderazione---Ponderazione
DE,1,Qualitative Kriterien
PL,535.18,Okres gwarancji---Termin dostawy
PL,,Czujniki parkowania z przodu---Moc silnika---Prześwit podwozia z tyłu---Wyposażenie kabiny w leżankę
SK,8400,
RO,125386.57,
LT,,
FR,573840.57,Prix des prestations---Qualité des garanties les capitaux---Qualité des garanties les garanties---Suivi et gestion des sinistres
PL,,
DE,,
RO,546.22,
LV,6305.83,
RO,209.68,
MT,800000,Quality criterion
DE,22609.63,Projektumsetzung
PL,64570.81,
GR,8300,
SE,0.09,
FR,148890,Valeur technique de la prestation
PL,22338.05,jakość
IT,2160,QUALITA&apos;
RO,6145.03,
SI,1033.32,
RO,,
SI,749.3,Embalaža
PL,505.05,
RO,8227.09,
HU,3781.13,A teljesítés időszakában dedikált kapcsolattartó személy biztosítására vonatkozóvállalás (igen/nem)
DE,,
PL,9586.75,Jakość---Termin dostawy
MK,,
IT,7198.8,
SI,3666.76,Lokalna pridelava---Slovenska poreklo
FR,,Délais d&apos;intervention et de réalisation des prestations---Moyens mis en œuvre et organisation des prestations
RO,10378.1,
FR,,
ES,,Analíticas periódicas a determinados artículos---Precio ofertado---Uso de pallets de PVC; plástico u otro material similar al que sea absorbente
RO,,
PL,6600.47,
PL,1300.73,cena---termin płatności
FR,24000,Valeur technique
FR,10000,Valeur technique de l&apos;offre appréciée à l&apos;aide du mémoire technique
PL,1523.4,
BG,1533.9,
SI,,
RO,4.38,
PL,20425.91,Termin dostawy zamówienia jednostkowego
CZ,13723.19,
SI,,Več ekoloških živil
SI,1732.39,
PL,,cena---termin dostaw
UK,1890136.6,Quality
HU,459954.5,1. M.2.1. pontban bemutatott szakember 24 hónap szakmai tapasztalat feletti szakmai tapasztalata (min. 0 hó -max. 24 hó)---2. M.2.2. pontban bemutatott szakember 24 hónap szakmai tapasztalat feletti szakmai tapasztalata (min. 0 hó -max. 24 hó)---3. M.2.3. pontban bemutatott szakember 24 hónap szakmai tapasztalat feletti szakmai tapasztalata (min. 0 hó -max. 24 hó)---4. M.2.4. pontban bemutatott szakember 24 hónap szakmai tapasztalat feletti szakmai tapasztalata (min. 0 hó -max. 24 hó---5. M.2.1. alk.-i köv.-re megajánlott min. 24 hó tapasztalattal rendelk. min. 1 fő szakemberen felül a teljesítésbe bevont releváns tap.-tal bíró szakemberek száma (fő) (min 0 - max 3 fő)---6. M.2.2. alkalmassági követelményre megajánlott min. 24 hó tapasztalattal rendelk. min. 1 fő szakemberen felül a teljesítésbe bevont releváns tap.-tal bíró szakemberek száma (fő) (min 0 - max 3 fő)---7. M.2.3. alk.-i köv.-re megajánlott min. 24 hó tapasztalattal rendelk. min. 1 fő szakemberen felül a teljesítésbe bevont releváns tap.-tal bíró szakemberek száma (fő) (min 0 - max 3 fő)---8. M.2.4. alk.-i köv.-re megajánlott min. 24 hó tapasztalattal rendelk. min. 1 fő szakemberen felül a teljesítésbe bevont releváns tap.-tal bíró szakemberek száma (fő) (min 0 - max 3 fő)
SI,,Varnost in kakovost živil
PL,12240.48,Cena---Termin dostawy---Termin płatności
FR,460800,Valeur technique
CZ,1351.78,
UK,124210.86,
RO,20.44,
CZ,619276.67,Nejnižší nabídková cena
FR,11985,
UK,25166.05,Attributes---Capability---Client review---Custom metric---Features---Qualifications
SE,5666203.93,
LT,,
LT,10122.5,
DE,33754.54,
RO,,
FR,,Critère éco-responsable---Critère économique---Critères techniques
FR,,
DE,64823.16,
IT,,
HR,979354.95,Cijena---Rok isporuke
ES,253920.71,Incremento del plazo de garantía---Precio más bajo
DE,,
ES,66100,Ergonomía y facilidad de uso para el profesional---Incorporación adicional de programas informáticos complementarios---Manejabilidad o compatibilidad de uso con el material disponible en el hospital---Seguridad del producto en el uso por parte del profesional y en su aplicación sobre el paciente---Tecnología más actual
LU,999600,
CZ,64109.08,
DE,,
SE,,
RO,,
BG,7173.54,
RO,39.98,
LT,102,
DE,0.01,Qualität des Essens beim Probeessen
LU,,
LT,,
PT,2066874,
PL,,
PL,45839.54,Cena oferty---Termin realizacji dostawy
RO,,
SI,210.24,
EE,,
FR,,
DE,0.01,
PL,80626.4,
DE,227814.42,Sensorik
DE,59734.2,
PL,1420074.56,Certyfikaty---Jakość - koncepcja wykonania usługi
SK,31166.66,
MK,14632.72,
CZ,882181.26,Nemandatorní požadavky---Nároky na infrastrukturu
ES,7020,Organización---Producto---Servicio
BG,25564.99,
RO,1412.98,
BG,5430,
FR,,Capacités de mise en œuvre---Partenariat et démarche qualité---Pédagogie
FR,343841,Apprentissage---Valeur technique
LT,20000,
SE,50788.07,
FR,32014.07,Valeur technique.
ES,1519896.36,Contacto con los informantes y control de los trabajos de campo---Organización general del trabajo---Personal asignado al proyecto---Proceso de obtención de la información y control de calidad
RO,,
PL,,
BG,,
UK,175302.19,Quality
PL,907.48,
RO,13861.08,
IT,26885806.2,
DE,37320,Leistung
PL,6557.38,
RO,3199.64,
CZ,1982.86,
RO,,
ES,,
FR,500000,Valeur technique
SE,273866.52,
DE,664486.25,
BG,,
CZ,784795.48,
RO,788.08,Termenul de livrare Se va puncta termenul ofertat pentru livrarea medicamentelor; termen calculat ca perioada cuprinsa intre data emiterii comenzii ferme de catre achi... detalii pe www.e-licitatie.ro
FR,938100,Mémoire justificatif
ES,25200,De juicio de valor---Formación experiencia más allá de los requisitos de solvencia del personal que ejecute el contrato---Oferta económica---Paridad entre hombres y mujeres
BG,116303.65,Срок за изпълнение на СМР/СРР (С)
PL,28540.35,
HU,258751.15,A jármű további funkcionális és minőségi jellemzői---Nettó ajánlati ár (HUF)
BE,,La qualité technique du matériel proposé---Le délai de livraison
FR,,Critère prix des prestations---Critères techniques
RO,1890.05,
CZ,2.19,
FR,680000,Mémoire technique
SI,9196468,
UK,39645.92,Quality of service
ES,311.7,
SI,189.21,
PL,,
RO,92.87,
NO,507557.53,
GR,,
ES,381343,
SI,,Shema kakovosti
IT,83520,
ES,684948,
LT,,
SI,,Varnost in kakovost živil
LV,112.93,
RO,,
ES,63550,
RO,2035.7,
CZ,27363.26,
PL,,Okres rękojmi
FR,,Performances en matière de protection de l&apos;environnement---Valeur technique
RO,226.65,
RO,24360.95,
GR,13657.41,
UK,216601.16,Cost---Technical
SI,,Oddaljenost od JP KPV; d. o. o.---Oddaljenost od najbližje ceste---Vrednost ponudbe za posamezen sklop
RO,,
FR,120000,Valeur technique
SI,354.2,cena---kvaliteta
NL,110,Kwaliteit (wensen)
PL,809.57,
SE,0.09,
PL,1349.59,Cena---Termin dostawy
RO,,
ES,188192.99,
PL,465376.02,Reklamacje jakościowe---Termin dostawy bieżącego zamówienia
RO,,
RO,,
PL,393182.61,Cena brutto---Termin dostawy zamówień cząstkowych
FI,253,
FR,400000,Le prix n&apos;est pas le seul critère d&apos;attribution et tous les critères sont énoncés uniquement dans les documents du marché.
NL,1271272,kwaliteit
RO,41247.55,
PL,48264.27,
SE,8947880.37,
RO,53406.82,Lanţul de aprovizionare (P2)
HR,16936.29,Točka 6.9.2. DON-a
SE,,
DK,602724.31,Kvalitet
DE,161915.49,
UK,11392506.01,Quality
RO,112.58,
PT,6899000,O preço não é o único critério de adjudicação e todos os critérios se encontram enunciados apenas na documentação do concurso---O preço não é o único critério de adjudicação e todos os critérios se encontram enunciados apenas na documentação do concurso
FR,200000,Valeur technique
DE,0.01,
ES,222652.8,
RO,,
AT,,
UK,20.51,Attributes---Capability---Client review---Custom metric---Features---Qualifications
RO,,
CZ,,
FR,65892.5,Prix---Valeur technique
BE,,
RO,,
ES,18066.22,Valoración técnica
PL,8984.36,
PT,48843.9,
RO,2599.2,Componenta tehnica.
RO,29314.06,
IT,,qualità
MK,,
FR,36025,
IT,2410480.44,Offerta tecnica
PL,16220.39,
RO,8193.37,
PL,83306.85,Cześci oryginalne
RO,456492.27,
FR,1,Valeur technique du projet
PL,,termin dostawy
SI,143,
GR,8740,Εγγύηση καλής λειτουργίας---Ποιότητα εξυπηρέτηση Χρόνος και όροι παράδοσης Υπηρεσίες εκπαίδευσης προσωπικού---Ποιότητα κατασκευής; ενεργειακή απόδοση και εργονομική και εύχρηστη λειτουργία---Συμφωνία του προσφερόμενου προϊόντος με τις τεχνικές προδιαγραφές---Τεχνική υποστήριξη
LT,,
RO,1237.86,
RO,475597.75,Tehnic
PL,,
FI,1084982,Hinta---Laatu
RO,,
RO,202.31,
RO,,
FR,45000,Qualité technique de l&apos;offre
DE,0.01,
PL,14839.91,okres gwarancji narzędzia---okres gwarancji oznakowania narzędzia
CZ,1247.82,
DE,,
LT,,
RO,16690.2,
SE,755493.86,Referenser
BE,7700000,Adéquation de l&apos;offre au besoin du Parlement européen---Durable; social et éthique---Qualité du service; des repas et des boissons
SI,1325.75,
ES,,FRECUENCIA DEL SUMINISTRO---PLAZO DE ENTREGA---PRECIO
RO,,
FR,2000,Prix des prestations---Valeur technique
PL,18917.54,
BG,6677.57,К2 — начин на изпълнение на поръчката 100 точки; в това число---Контрол в процеса на изпълнение на поръчката; гарантиращи повишаване на качеството на изпълнението---Контрол на критичните фактори за качествено изпълнение на поръчката; гарантиращ повишаване на качеството на изпълнението---Минимално изискуемо съдържание---Ресурсна обезпеченост за изпълнение на дейностите; организация; професионална компетентност на персонала; гарантиращи повишаване на качеството на изпълнението
DE,,
DK,314524.99,Beskrivelse af opgavens løsning---Projektorganisation og kompetencer
NL,1,Scope of supply
RO,,
UK,4439.32,
FR,13008534,Distance centre exploitation/centre scolaire---Protocole qualite du candidat---Âge du véhicule---Âge moyen du parc
RO,,
ES,45000,
PL,141.57,
UK,,Quality
SI,,
DE,26997.76,
ES,119128,Definición de recursos y desarrollo de acciones vinculadas en la gestión de programes específicos (Diputación de Barcelona; Fondo Social Europeo; Generalitat de Catalunya)---Desarrollo de linias de actuación de asesoramiento y formativas que favorezcan la gestión a las empresas---Gestión; planificación y desarrollo de talleres; cápsulas formativas específicas para usuarios del Servicio de Ocupación Local; tanto a nivel grupal como individual---Mejoras---Propuestas de innovación para trabajar con colectivos con dificultades de inserción laboral
PL,30117.31,Koncepcja ofertowa
ES,13627.5,Ampliación de garantía---Calidad de los materiales---Embalajes utilizados---Muestras---Oferta económica---Reducción del plazo de entrega de pedidos---Reducción del plazo de la puesta a disposición---Reducción del plazo de reposición de los pedidos---Reducción del plazo de retirada de los materiales defectuosos
PL,87258,Czas dostawy
RO,,
PL,,
HR,,rok isporuke
RO,72741.45,
BG,42611.62,Срок за изпълнение на СМР/СРР (С)
RO,,
PL,95143.68,Czas realizacji dostawy sprzętu jednorazowego---Czas realizacji reklamacji sprzętu jednorazowego---Termin ważności dostarczonego sprzętu jednorazowego
PL,709.28,
DE,60037.46,Dauer der Versorgung mit Ersatzteilen---Reparaturservice
RO,12090.59,
MK,,
FR,,Performance en matière de protection de l&apos;environnement---Qualité de service---Valeur technique
HR,,Rok isporuke
AT,226606,Qualität der Leistungserbringung für Lose 1 bis 5---Qualität des Projektmanagements
BG,,Качество
FR,22200000,Valeur technique
FR,399990,Planning---Valeur technique
RO,,
FR,,Coût---Valeur technique + développement durable
